group	name	iter	m_wall	p_wall	m_2q	p_2q	m_1q	p_1q	m_depth	p_depth
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_0-uuf100-0810.cnf-40-res]	iter_4	0.029870212237749782	0.02915009105991986	1341	1341	3452	3452	1176	1176
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_8-uuf100-0509.cnf-40-cc]	iter_4	0.03062829499443372	0.029614305921963284	1546	1546	4016	4016	1330	1330
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_gnp-k_4_n-40_rinst-07]	iter_4	0.08247359756093758	0.0669846311211586	6028	6028	16665	16665	9916	9916
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_2-uf100-0396.cnf-46-res]	iter_4	0.03468750769804631	0.03377310788879792	2213	2213	5581	5581	1712	1712
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_2-uf100-0601.cnf-46-res]	iter_4	0.036868693573134284	0.03597946724455271	2511	2511	6241	6241	1913	1913
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-1D-grid-nonpbc-qubitnodes_Lx-12_U-40_enc-unary_d-4]	iter_4	0.09653970649973913	0.08419469433526199	4545	4545	14328	14328	11704	11704
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-24_U-20_enc-stdbinary_d-4]	iter_4	0.07495702191122941	0.07404326181858778	1781	1781	6629	6629	5182	5182
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_tsp_prob-lin105_Ncity-7_enc-unary]	iter_4	0.033988314059873424	0.03277146571781486	1650	1650	4769	4769	1212	1212
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_gnp-k_5_n-60_rinst-19]	iter_4	0.19946988144268593	0.15869733850870812	16063	16063	44641	44641	27012	27012
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-2D-triag-pbc-qubitnodes_Lx-5_Ly-5_U-30_enc-unary_d-4]	iter_4	0.3406439224878947	0.28985619405284524	21933	21933	65331	65331	48769	48769
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_x_prime_enc_unary_dvalues_16-16-16-16-16-16-16-16-16-16-16-16-16-16-16]	iter_4	0.016077298344227307	0.01585432780640466	120	120	1024	1024	152	152
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_tsp_prob-d198_Ncity-8_enc-unary]	iter_4	0.047526556466306956	0.04647673959178584	2679	2679	7619	7619	1811	1811
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_tsp_prob-kroD100_Ncity-16_enc-stdbinary]	iter_4	0.32912829238921404	0.2789341467432678	19013	19013	58716	58716	41423	41423
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_tsp_prob-fl417_Ncity-16_enc-stdbinary]	iter_4	0.33021666994318366	0.2730240016244352	19015	19015	58515	58515	41292	41292
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_4-uf100-0246.cnf-70-res]	iter_4	0.08804769356819717	0.08395037691419323	8566	8566	20532	20532	6347	6347
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_dsjc1000.1,n-36,rinst-4]	iter_4	0.06353746389504522	0.06024684077676605	3912	3912	11333	11333	4110	4110
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-15_h-3]	iter_4	0.042808673810213804	0.04177152037620544	1027	1027	2864	2864	815	815
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-10_U-30_enc-unary_d-8]	iter_4	0.40704503903786343	0.34364471584558487	23507	23507	73386	73386	58257	58257
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_4-flat100-7.cnf-90-cc]	iter_4	0.03267241948314251	0.032098254188895226	1166	1166	2923	2923	473	473
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_reg-4_n-90_rinst-07]	iter_4	0.07031992015739282	0.06106391768245136	3830	3830	10497	10497	2032	2032
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_gnp-k_5_n-90_rinst-02]	iter_4	0.3092693618188302	0.2604580889455974	29444	29444	78077	78077	43612	43612
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_graph-2D-triag-pbc-qubitnodes_Lx-13_Ly-13_h-0.1]	iter_4	0.04108455575381716	0.0400837966054678	2556	2556	6498	6498	1780	1780
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-46_U-2_enc-gray_d-4]	iter_4	0.12809644849039614	0.127223565760586	5367	5367	18852	18852	15475	15475
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-2D-grid-nonpbc-qubitnodes_Lx-7_Ly-7_U-70_enc-gray_d-4]	iter_4	0.2195787362754345	0.19283969731380543	14411	14411	42744	42744	32706	32706
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_fh-graph-1D-grid-pbc-qubitnodes_Lx-50_U-2_enc-jw]	iter_4	0.05310290267592982	0.04469276956566002	3224	3224	8870	8870	5709	5709
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_tsp_prob-st70_Ncity-10_enc-unary]	iter_4	0.08239907197033365	0.08100820633654411	5220	5220	15244	15244	2879	2879
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_tsp_prob-pr76_Ncity-10_enc-unary]	iter_4	0.08236970100551844	0.08062119223177433	5220	5220	15151	15151	2854	2854
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-2D-triag-pbc-qubitnodes_Lx-10_Ly-10_U-30_enc-stdbinary_d-4]	iter_4	0.318868441041559	0.3047962076961994	21309	21309	61614	61614	44190	44190
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_queen13_13,n-28,rinst-0]	iter_4	0.05821449516548051	0.05560595107575258	2343	2343	6164	6164	594	594
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_will199gpia,n-60,rinst-8]	iter_4	0.11915694570375814	0.11523437375823657	9510	9510	26876	26876	9578	9578
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-60_U-10_enc-stdbinary_d-4]	iter_4	0.1320371152833104	0.12376382108777761	4488	4488	16408	16408	12751	12751
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-2D-triag-pbc-qubitnodes_Lx-3_Ly-22_U-70_enc-unary_d-4]	iter_4	0.7935480335727334	0.6337833600118756	52899	52899	154509	154509	110189	110189
abstract_small	test_QASMBench_small[adder_n10-all-to-all]	iter_4	0.0095523972308538	0.009249118173070121	65	65	247	247	200	200
abstract_small	test_QASMBench_small[adder_n10-square]	iter_4	0.007386444741043083	0.007351186447089813	91	91	360	360	274	274
abstract_small	test_QASMBench_small[adder_n10-heavy-hex]	iter_4	0.0074810177922762676	0.007458570168206566	105	105	385	385	334	334
abstract_small	test_QASMBench_small[adder_n10-linear]	iter_4	0.007351684234752	0.007398829016773427	94	94	358	358	300	300
abstract_small	test_QASMBench_small[adder_n4-all-to-all]	iter_4	0.0021125652715771313	0.0021068918302443356	10	10	44	44	23	23
abstract_small	test_QASMBench_small[adder_n4-square]	iter_4	0.0021194586149332196	0.002076610204967804	10	10	44	44	23	23
abstract_small	test_QASMBench_small[adder_n4-heavy-hex]	iter_4	0.004469172014958328	0.004411389847853403	16	16	63	63	33	33
abstract_small	test_QASMBench_small[adder_n4-linear]	iter_4	0.003741595944054282	0.003684984419781428	16	16	70	70	39	39
abstract_small	test_QASMBench_small[basis_change_n3-all-to-all]	iter_4	0.002092375009730979	0.0020499767082350516	10	10	86	86	54	54
abstract_small	test_QASMBench_small[basis_change_n3-square]	iter_4	0.0021599996632531934	0.0020648830144861597	10	10	86	86	54	54
abstract_small	test_QASMBench_small[basis_change_n3-heavy-hex]	iter_4	0.0029019509952160575	0.002825798625100098	10	10	86	86	54	54
abstract_small	test_QASMBench_small[basis_change_n3-linear]	iter_4	0.0020848600216853766	0.0020677331810306132	10	10	86	86	54	54
abstract_small	test_QASMBench_small[basis_test_n4-all-to-all]	iter_4	0.0019427985497332315	0.0019209819455300607	6	6	48	48	19	19
abstract_small	test_QASMBench_small[basis_test_n4-square]	iter_4	0.0019276584421615464	0.0018997606581326613	6	6	50	50	20	20
abstract_small	test_QASMBench_small[basis_test_n4-heavy-hex]	iter_4	0.002821732290200333	0.002743365055772179	6	6	50	50	20	20
abstract_small	test_QASMBench_small[basis_test_n4-linear]	iter_4	0.0020588722899387213	0.001888715726224266	6	6	50	50	20	20
abstract_small	test_QASMBench_small[basis_trotter_n4-all-to-all]	iter_4	0.009948771511919276	0.008683336956292084	179	179	973	973	493	493
abstract_small	test_QASMBench_small[basis_trotter_n4-square]	iter_4	0.011611588208413706	0.010327692585997283	207	207	1081	1081	513	513
abstract_small	test_QASMBench_small[basis_trotter_n4-heavy-hex]	iter_4	0.013329337159281267	0.011718475869224395	268	268	1261	1261	956	956
abstract_small	test_QASMBench_small[basis_trotter_n4-linear]	iter_4	0.011972818813927762	0.010650561494606265	229	229	1171	1171	625	625
abstract_small	test_QASMBench_small[bb84_n8-all-to-all]	iter_4	0.001619890115448627	0.0012160410067463847	0	0	39	39	8	8
abstract_small	test_QASMBench_small[bb84_n8-square]	iter_4	0.0016354228862944771	0.0012092346011044143	0	0	39	39	8	8
abstract_small	test_QASMBench_small[bb84_n8-heavy-hex]	iter_4	0.0021809429363246115	0.0014586873270025448	0	0	39	39	8	8
abstract_small	test_QASMBench_small[bb84_n8-linear]	iter_4	0.0015988505318864712	0.0011186626667001177	0	0	39	39	8	8
abstract_small	test_QASMBench_small[bell_n4-all-to-all]	iter_4	0.0024028447550282907	0.0019963447096230467	5	5	38	38	14	14
abstract_small	test_QASMBench_small[bell_n4-square]	iter_4	0.0020356253419567616	0.001978055297840836	5	5	42	42	17	17
abstract_small	test_QASMBench_small[bell_n4-heavy-hex]	iter_4	0.00338387677477578	0.002712733848670194	5	5	39	39	17	17
abstract_small	test_QASMBench_small[bell_n4-linear]	iter_4	0.0023844989289234326	0.001989213405446645	5	5	39	39	15	15
abstract_small	test_QASMBench_small[cat_state_n4-all-to-all]	iter_4	0.0014182552665941359	0.0013911732543895315	3	3	22	22	13	13
abstract_small	test_QASMBench_small[cat_state_n4-square]	iter_4	0.0013746084519346855	0.0013368670761719078	3	3	22	22	13	13
abstract_small	test_QASMBench_small[cat_state_n4-heavy-hex]	iter_4	0.0021198045571669388	0.002078623035901904	3	3	22	22	13	13
abstract_small	test_QASMBench_small[cat_state_n4-linear]	iter_4	0.001381544707674373	0.0013857381035612055	3	3	22	22	13	13
abstract_small	test_QASMBench_small[deutsch_n2-all-to-all]	iter_4	0.001001113723793061	0.0009312558565730608	1	1	11	11	8	8
abstract_small	test_QASMBench_small[deutsch_n2-square]	iter_4	0.0011576267393760323	0.0011128545226415387	1	1	11	11	8	8
abstract_small	test_QASMBench_small[deutsch_n2-heavy-hex]	iter_4	0.0017847644113965064	0.0017420088472636605	1	1	11	11	8	8
abstract_small	test_QASMBench_small[deutsch_n2-linear]	iter_4	0.0009898928031598256	0.0009334967362859818	1	1	11	11	8	8
abstract_small	test_QASMBench_small[dnn_n2-all-to-all]	iter_4	0.0012670335350038419	0.001218044567308829	3	3	31	31	20	20
abstract_small	test_QASMBench_small[dnn_n2-square]	iter_4	0.0013821951224613333	0.001345124376076524	3	3	31	31	20	20
abstract_small	test_QASMBench_small[dnn_n2-heavy-hex]	iter_4	0.0020396575939246003	0.002009347859536104	3	3	31	31	20	20
abstract_small	test_QASMBench_small[dnn_n2-linear]	iter_4	0.0012519394227287226	0.0011381201173474148	3	3	31	31	20	20
abstract_small	test_QASMBench_small[dnn_n8-all-to-all]	iter_4	0.0070622967970040106	0.0068287682444067065	64	64	444	444	80	80
abstract_small	test_QASMBench_small[dnn_n8-square]	iter_4	0.004960681218653918	0.00486752316890436	64	64	442	442	80	80
abstract_small	test_QASMBench_small[dnn_n8-heavy-hex]	iter_4	0.007211839904387792	0.007154508399358694	94	94	521	521	112	112
abstract_small	test_QASMBench_small[dnn_n8-linear]	iter_4	0.007946151184539	0.006919883803403291	109	109	596	596	124	124
abstract_small	test_QASMBench_small[error_correctiond3_n5-all-to-all]	iter_4	0.0037019149403730443	0.003634757601381262	35	35	116	116	102	102
abstract_small	test_QASMBench_small[error_correctiond3_n5-square]	iter_4	0.005187193227603155	0.005145981956350927	38	38	133	133	98	98
abstract_small	test_QASMBench_small[error_correctiond3_n5-heavy-hex]	iter_4	0.005274262360762805	0.00524529194823964	44	44	133	133	110	110
abstract_small	test_QASMBench_small[error_correctiond3_n5-linear]	iter_4	0.004913519310089303	0.004846763130612848	53	53	153	153	115	115
abstract_small	test_QASMBench_small[fredkin_n3-all-to-all]	iter_4	0.0017785071859143646	0.0017789887109150488	8	8	34	34	25	25
abstract_small	test_QASMBench_small[fredkin_n3-square]	iter_4	0.00341733041823956	0.0034298741825877278	14	14	49	49	37	37
abstract_small	test_QASMBench_small[fredkin_n3-heavy-hex]	iter_4	0.005045199755798368	0.0042004281954871395	14	14	58	58	47	47
abstract_small	test_QASMBench_small[fredkin_n3-linear]	iter_4	0.0033010627839948747	0.003261487847515221	14	14	53	53	42	42
abstract_small	test_QASMBench_small[grover_n2-all-to-all]	iter_4	0.0011560514594624643	0.0010184369930257536	2	2	12	12	10	10
abstract_small	test_QASMBench_small[grover_n2-square]	iter_4	0.0012408160500463237	0.001262313373315318	2	2	12	12	10	10
abstract_small	test_QASMBench_small[grover_n2-heavy-hex]	iter_4	0.0019222720354858463	0.0018938935852499418	2	2	14	14	9	9
abstract_small	test_QASMBench_small[grover_n2-linear]	iter_4	0.0010273977971214162	0.0010134352573244146	2	2	12	12	10	10
abstract_small	test_QASMBench_small[hhl_n7-all-to-all]	iter_4	0.01006682916603824	0.009031915562409981	92	92	397	397	323	323
abstract_small	test_QASMBench_small[hhl_n7-square]	iter_4	0.009244441844168163	0.008029968982909695	138	138	532	532	403	403
abstract_small	test_QASMBench_small[hhl_n7-heavy-hex]	iter_4	0.009842459367294061	0.008549056712303075	196	196	692	692	478	478
abstract_small	test_QASMBench_small[hhl_n7-linear]	iter_4	0.009672149904072285	0.008424814003680286	240	240	801	801	534	534
abstract_small	test_QASMBench_small[hs4_n4-all-to-all]	iter_4	0.0016332993045249816	0.0015608837349287957	4	4	28	28	11	11
abstract_small	test_QASMBench_small[hs4_n4-square]	iter_4	0.001597278855969103	0.001565563480302789	4	4	28	28	10	10
abstract_small	test_QASMBench_small[hs4_n4-heavy-hex]	iter_4	0.00242207484566142	0.0023562397642914825	4	4	28	28	10	10
abstract_small	test_QASMBench_small[hs4_n4-linear]	iter_4	0.001680173930520146	0.001569059249606023	4	4	26	26	10	10
abstract_small	test_QASMBench_small[inverseqft_n4-all-to-all]	iter_4	0.0035452331307709428	0.003524735669865919	0	0	35	35	22	22
abstract_small	test_QASMBench_small[inverseqft_n4-square]	iter_4	0.003583864823488866	0.0035520194371710867	0	0	35	35	22	22
abstract_small	test_QASMBench_small[inverseqft_n4-heavy-hex]	iter_4	0.004432197652315184	0.0043365399508426584	0	0	35	35	22	22
abstract_small	test_QASMBench_small[inverseqft_n4-linear]	iter_4	0.00371274723217833	0.003598824598722988	0	0	35	35	22	22
abstract_small	test_QASMBench_small[ipea_n2-all-to-all]	iter_4	0.02048498336225748	0.020571742245617013	5	5	59	59	56	56
abstract_small	test_QASMBench_small[ipea_n2-square]	iter_4	0.02023279815912247	0.02154354199621023	5	5	58	58	54	54
abstract_small	test_QASMBench_small[ipea_n2-heavy-hex]	iter_4	0.021227076467053563	0.021458121426403524	5	5	58	58	54	54
abstract_small	test_QASMBench_small[ipea_n2-linear]	iter_4	0.020573686306866314	0.02067291218787432	5	5	59	59	56	56
abstract_small	test_QASMBench_small[ising_n10-all-to-all]	iter_4	0.008145799021456988	0.007936090087661376	90	90	423	423	93	93
abstract_small	test_QASMBench_small[ising_n10-square]	iter_4	0.00790009382698271	0.0068386696968917495	90	90	466	466	98	98
abstract_small	test_QASMBench_small[ising_n10-heavy-hex]	iter_4	0.005617395509034395	0.005546526086551172	90	90	445	445	94	94
abstract_small	test_QASMBench_small[ising_n10-linear]	iter_4	0.0061523102772382135	0.005187498553404732	90	90	462	462	98	98
abstract_small	test_QASMBench_small[iswap_n2-all-to-all]	iter_4	0.0010578828080305977	0.0010341838313063575	2	2	13	13	9	9
abstract_small	test_QASMBench_small[iswap_n2-square]	iter_4	0.0012717571656042923	0.0011904595983459761	2	2	13	13	9	9
abstract_small	test_QASMBench_small[iswap_n2-heavy-hex]	iter_4	0.0019852486550807954	0.0018904131835220227	2	2	14	14	10	10
abstract_small	test_QASMBench_small[iswap_n2-linear]	iter_4	0.0010904205099107752	0.0010282364164148016	2	2	13	13	9	9
abstract_small	test_QASMBench_small[linearsolver_n3-all-to-all]	iter_4	0.001538955017952006	0.0015088499640114605	4	4	27	27	16	16
abstract_small	test_QASMBench_small[linearsolver_n3-square]	iter_4	0.0015958432530891811	0.0015551464841939483	4	4	29	29	18	18
abstract_small	test_QASMBench_small[linearsolver_n3-heavy-hex]	iter_4	0.0023610921305082643	0.0023389553481882267	4	4	27	27	17	17
abstract_small	test_QASMBench_small[linearsolver_n3-linear]	iter_4	0.0015374863974186553	0.001527690118988147	4	4	27	27	16	16
abstract_small	test_QASMBench_small[lpn_n5-all-to-all]	iter_4	0.0013795977264271925	0.0013633863064928212	2	2	18	18	8	8
abstract_small	test_QASMBench_small[lpn_n5-square]	iter_4	0.0015934265996377492	0.0015754762282806332	2	2	19	19	11	11
abstract_small	test_QASMBench_small[lpn_n5-heavy-hex]	iter_4	0.0020571932478974093	0.001994994825021752	2	2	18	18	8	8
abstract_small	test_QASMBench_small[lpn_n5-linear]	iter_4	0.0014133717066885326	0.0013685778845328746	2	2	18	18	8	8
abstract_small	test_QASMBench_small[pea_n5-all-to-all]	iter_4	0.016187327974025282	0.015364875989979591	17	17	86	86	57	57
abstract_small	test_QASMBench_small[pea_n5-square]	iter_4	0.018258042068087628	0.01829123591668293	26	26	101	101	85	85
abstract_small	test_QASMBench_small[pea_n5-heavy-hex]	iter_4	0.020045552230267612	0.018277554772794247	29	29	114	114	96	96
abstract_small	test_QASMBench_small[pea_n5-linear]	iter_4	0.017863545566797256	0.017085393151593586	29	29	121	121	96	96
abstract_small	test_QASMBench_small[qaoa_n3-all-to-all]	iter_4	0.0015619244955524185	0.0015187438590507725	6	6	29	29	27	27
abstract_small	test_QASMBench_small[qaoa_n3-square]	iter_4	0.003051625129668728	0.002988713556783821	9	9	35	35	33	33
abstract_small	test_QASMBench_small[qaoa_n3-heavy-hex]	iter_4	0.003695981288576021	0.0036848435679880474	7	7	41	41	34	34
abstract_small	test_QASMBench_small[qaoa_n3-linear]	iter_4	0.0028259408875153614	0.0026810216973337845	7	7	40	40	33	33
abstract_small	test_QASMBench_small[qaoa_n6-all-to-all]	iter_4	0.0049052605644250525	0.0040644884017134505	36	36	223	223	87	87
abstract_small	test_QASMBench_small[qaoa_n6-square]	iter_4	0.006604511344007084	0.005725640446661475	54	54	288	288	176	176
abstract_small	test_QASMBench_small[qaoa_n6-heavy-hex]	iter_4	0.006665635994342092	0.0057937957698831685	60	60	310	310	186	186
abstract_small	test_QASMBench_small[qaoa_n6-linear]	iter_4	0.006612159984393252	0.005628345927430524	72	72	338	338	175	175
abstract_small	test_QASMBench_small[qec_en_n5-all-to-all]	iter_4	0.002496115068513718	0.0020391849960868405	10	10	37	37	23	23
abstract_small	test_QASMBench_small[qec_en_n5-square]	iter_4	0.0024005058979572253	0.00233480798022956	10	10	47	49	33	33
abstract_small	test_QASMBench_small[qec_en_n5-heavy-hex]	iter_4	0.004141672488746293	0.004071584332789948	13	13	44	44	27	27
abstract_small	test_QASMBench_small[qec_en_n5-linear]	iter_4	0.004708911162904567	0.004224950955672698	18	18	76	76	56	56
abstract_small	test_QASMBench_small[qec_sm_n5-all-to-all]	iter_4	0.003384036235511303	0.0034645050691038955	4	4	20	20	14	14
abstract_small	test_QASMBench_small[qec_sm_n5-square]	iter_4	0.0037980298134120734	0.003643213538452983	4	4	20	20	14	14
abstract_small	test_QASMBench_small[qec_sm_n5-heavy-hex]	iter_4	0.0044955234619833175	0.004335710534699334	4	4	20	20	14	14
abstract_small	test_QASMBench_small[qec_sm_n5-linear]	iter_4	0.003870406035942385	0.0035849331473966814	4	4	21	21	14	14
abstract_small	test_QASMBench_small[qft_n4-all-to-all]	iter_4	0.0023654770125581333	0.002301993428683672	12	12	46	46	37	37
abstract_small	test_QASMBench_small[qft_n4-square]	iter_4	0.004463259772098852	0.003741212341087059	16	16	62	62	46	46
abstract_small	test_QASMBench_small[qft_n4-heavy-hex]	iter_4	0.004436331169436807	0.004449715959976931	18	18	67	67	68	68
abstract_small	test_QASMBench_small[qft_n4-linear]	iter_4	0.00399422667863056	0.003949653398294806	19	19	75	75	62	62
abstract_small	test_QASMBench_small[qpe_n9-all-to-all]	iter_4	0.008090980610875197	0.007821882639320628	43	43	219	219	158	158
abstract_small	test_QASMBench_small[qpe_n9-square]	iter_4	0.007459131986692999	0.006537231827775637	71	71	306	306	235	235
abstract_small	test_QASMBench_small[qpe_n9-heavy-hex]	iter_4	0.006705039589525127	0.00663037758346621	78	78	319	319	240	240
abstract_small	test_QASMBench_small[qpe_n9-linear]	iter_4	0.006520562166781546	0.006499255795417161	90	90	337	337	271	271
abstract_small	test_QASMBench_small[qrng_n4-all-to-all]	iter_4	0.0006966457961628971	0.0006829138073806811	0	0	16	16	4	4
abstract_small	test_QASMBench_small[qrng_n4-square]	iter_4	0.0006773436274542881	0.0006775989606137651	0	0	16	16	4	4
