group	name	wall_m	wall_p	g2q_m	g2q_p	gt_m	gt_p	d_m	d_p
abstract_hamiltonians	test_hamiltonians[ham_enc_stdbinary_dvalues_d-level-4-all-to-all]	0.009364654880858237	0.009343186213124183	3	3	30	30	19	19
abstract_hamiltonians	test_hamiltonians[ham_enc_stdbinary_dvalues_d-level-4-square]	0.009420347833397364	0.009390798441710927	3	3	30	30	19	19
abstract_hamiltonians	test_hamiltonians[ham_enc_stdbinary_dvalues_d-level-4-heavy-hex]	0.01005123500761233	0.01014910259982571	3	3	29	29	19	19
abstract_hamiltonians	test_hamiltonians[ham_enc_stdbinary_dvalues_d-level-4-linear]	0.009028242465770133	0.008827356449155896	3	3	30	30	19	19
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_stdbinary_dvalues_8-8-4-4-all-to-all]	0.0037184829428179625	0.00370796788654743	16	16	85	85	56	56
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_stdbinary_dvalues_8-8-4-4-square]	0.0056455597607758794	0.004878357838984434	22	22	117	117	69	69
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_stdbinary_dvalues_8-8-4-4-heavy-hex]	0.00552395482858022	0.005567379247129353	18	18	104	104	68	68
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_stdbinary_dvalues_8-8-4-4-linear]	0.00458084790174056	0.004594317235544249	18	18	104	104	68	68
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_unary_dvalues_4-4-4-all-to-all]	0.002475302796610581	0.0024592098969269576	6	6	58	58	32	32
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_unary_dvalues_4-4-4-square]	0.0023983477142709114	0.002435558536029481	6	6	58	58	32	32
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_unary_dvalues_4-4-4-heavy-hex]	0.003233678404379774	0.0032179520028282186	6	6	58	58	32	32
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_unary_dvalues_4-4-4-linear]	0.0024105255730712235	0.002559514509307014	6	6	58	58	32	32
abstract_hamiltonians	test_hamiltonians[ham_mu_z_prime_enc_gray_dvalues_4-4-4-4-all-to-all]	0.0019966600494099266	0.0020642807753441295	4	4	37	37	11	11
abstract_hamiltonians	test_hamiltonians[ham_mu_z_prime_enc_gray_dvalues_4-4-4-4-square]	0.002306059579189756	0.0020304740663634707	4	4	39	39	14	14
abstract_hamiltonians	test_hamiltonians[ham_mu_z_prime_enc_gray_dvalues_4-4-4-4-heavy-hex]	0.002837656402871722	0.002856393074501812	4	4	38	38	14	14
abstract_hamiltonians	test_hamiltonians[ham_mu_z_prime_enc_gray_dvalues_4-4-4-4-linear]	0.002429008183928279	0.002042650980384726	4	4	38	38	14	14
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_2_n-4_rinst-05-all-to-all]	0.00422732729295438	0.0035377746153113653	21	21	98	98	75	75
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_2_n-4_rinst-05-square]	0.005433627118111989	0.004670144278724589	31	31	161	161	106	106
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_2_n-4_rinst-05-heavy-hex]	0.006212078418363543	0.005313984045965804	22	22	114	114	81	81
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_2_n-4_rinst-05-linear]	0.00546739385794095	0.004674016923001669	33	33	167	167	109	109
abstract_hamiltonians	test_hamiltonians[ham_ham_parity-4-all-to-all]	0.005769865728135026	0.004969086432501898	47	47	196	196	159	159
abstract_hamiltonians	test_hamiltonians[ham_ham_parity-4-square]	0.006126966618467122	0.006074035074561834	66	66	286	286	196	196
abstract_hamiltonians	test_hamiltonians[ham_ham_parity-4-heavy-hex]	0.007467322094842445	0.006593181240096898	62	62	268	268	198	198
abstract_hamiltonians	test_hamiltonians[ham_ham_parity-4-linear]	0.007005235598679038	0.006140384845799062	62	62	320	320	222	222
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_stdbinary_dvalues_16-16-16-16-8-8-8-all-to-all]	0.006024499417551412	0.005219119421037083	49	49	246	246	165	165
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_stdbinary_dvalues_16-16-16-16-8-8-8-square]	0.0071855889203456735	0.00634269350387665	64	64	305	305	210	210
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_stdbinary_dvalues_16-16-16-16-8-8-8-heavy-hex]	0.006889684833297434	0.006851948320496181	72	72	332	332	212	212
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_stdbinary_dvalues_16-16-16-16-8-8-8-linear]	0.007443765990604135	0.006530190439474198	72	72	367	367	237	237
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_gray_dvalues_16-16-16-all-to-all]	0.0048255666492963735	0.0047943125464740746	58	58	256	256	190	190
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_gray_dvalues_16-16-16-square]	0.006025696742142032	0.006001364337060396	83	83	365	365	251	251
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_gray_dvalues_16-16-16-heavy-hex]	0.006661587509398277	0.006624432572566751	83	83	387	387	284	284
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_gray_dvalues_16-16-16-linear]	0.006057604448869824	0.0060004300614392835	92	92	400	400	265	265
abstract_hamiltonians	test_hamiltonians[ham_enc_gray_dvalues_d-level-16-all-to-all]	0.009256952316858448	0.00818332513434845	128	128	667	667	458	458
abstract_hamiltonians	test_hamiltonians[ham_enc_gray_dvalues_d-level-16-square]	0.010812869809311012	0.009589950703084469	187	187	916	916	597	597
abstract_hamiltonians	test_hamiltonians[ham_enc_gray_dvalues_d-level-16-heavy-hex]	0.011710592465084275	0.010435546246858744	172	172	1003	1003	644	644
abstract_hamiltonians	test_hamiltonians[ham_enc_gray_dvalues_d-level-16-linear]	0.01120065889039705	0.009932251313799306	196	196	1093	1093	680	680
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_stdbinary_dvalues_8-8-8-8-8-8-all-to-all]	0.0059589955127901505	0.0049147086921243035	32	32	174	174	58	58
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_stdbinary_dvalues_8-8-8-8-8-8-square]	0.006244742626009823	0.006175966547043235	38	38	191	191	71	71
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_stdbinary_dvalues_8-8-8-8-8-8-heavy-hex]	0.006613351006544273	0.00657105832395697	36	36	219	219	74	74
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_stdbinary_dvalues_8-8-8-8-8-8-linear]	0.005966375199106574	0.006220835439910162	36	36	219	219	74	74
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_4_n-6_rinst-15-all-to-all]	0.006489179278206494	0.005586172892328571	87	87	418	418	263	263
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_4_n-6_rinst-15-square]	0.007944040047396132	0.006815979050265418	111	111	527	527	334	334
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_4_n-6_rinst-15-heavy-hex]	0.007023845758775006	0.006943575407665475	131	131	594	594	403	403
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_4_n-6_rinst-15-linear]	0.008089566356049174	0.006854525649211776	171	171	750	750	436	436
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-6-all-to-all]	0.009354554390644325	0.008094919956902154	225	225	876	876	692	692
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-6-square]	0.011336894311449106	0.009897381028870946	294	294	1182	1182	835	835
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-6-heavy-hex]	0.012326912488788366	0.010725190286480245	329	329	1466	1466	1000	1000
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-6-linear]	0.010250947808706633	0.01011806103039761	378	378	1585	1585	974	974
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_unary_dvalues_8-8-8-8-8-8-8-all-to-all]	0.004572922519781516	0.004516618674103155	14	14	134	134	72	72
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_unary_dvalues_8-8-8-8-8-8-8-square]	0.00382001025084042	0.0038173715141336276	14	14	134	134	72	72
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_unary_dvalues_8-8-8-8-8-8-8-heavy-hex]	0.004172289074987782	0.004151130179789933	14	14	134	134	72	72
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_unary_dvalues_8-8-8-8-8-8-8-linear]	0.003650998456578236	0.0036429054958462223	14	14	134	134	72	72
abstract_hamiltonians	test_hamiltonians[ham_7-uf20-0384.cnf-8-res-all-to-all]	0.007668837557421692	0.007417834876780061	44	44	194	194	81	81
abstract_hamiltonians	test_hamiltonians[ham_7-uf20-0384.cnf-8-res-square]	0.005835488822776824	0.0057182622645397365	64	64	282	282	122	122
abstract_hamiltonians	test_hamiltonians[ham_7-uf20-0384.cnf-8-res-heavy-hex]	0.006943962977145069	0.006012628468253263	78	78	347	347	148	148
abstract_hamiltonians	test_hamiltonians[ham_7-uf20-0384.cnf-8-res-linear]	0.005925583883243449	0.005974002775143494	91	91	393	393	163	163
abstract_hamiltonians	test_hamiltonians[ham_tsp_rand-002_Ncity-4_enc-stdbinary-all-to-all]	0.010826212738681099	0.010641640716112486	80	80	351	351	208	208
abstract_hamiltonians	test_hamiltonians[ham_tsp_rand-002_Ncity-4_enc-stdbinary-square]	0.008154195447963091	0.007086688546952626	120	120	520	520	303	303
abstract_hamiltonians	test_hamiltonians[ham_tsp_rand-002_Ncity-4_enc-stdbinary-heavy-hex]	0.007574443454070697	0.007482798622241096	133	133	633	633	337	337
abstract_hamiltonians	test_hamiltonians[ham_tsp_rand-002_Ncity-4_enc-stdbinary-linear]	0.00833790972828865	0.007358694776892662	164	164	710	710	367	367
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-8-all-to-all]	0.02719227923080325	0.026669108031972033	850	850	3144	3144	2572	2572
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-8-square]	0.027657001984841896	0.026626875295358544	1262	1262	5129	5129	3483	3483
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-8-heavy-hex]	0.028903625543332763	0.027613969364513952	1367	1367	5710	5710	3654	3654
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-8-linear]	0.027832767095517467	0.026924869927920793	1370	1370	5695	5695	3629	3629
abstract_hamiltonians	test_hamiltonians[ham_enc_gray_dvalues_8-8-8-all-to-all]	0.34090523701161146	0.3259846568107605	6640	6640	25201	25201	21041	21041
abstract_hamiltonians	test_hamiltonians[ham_enc_gray_dvalues_8-8-8-square]	0.4224814046174288	0.37415227852761745	11709	11709	49080	49080	32935	32935
abstract_hamiltonians	test_hamiltonians[ham_enc_gray_dvalues_8-8-8-heavy-hex]	0.43583264263967675	0.4203622043132782	12635	12635	50247	50247	32482	32482
abstract_hamiltonians	test_hamiltonians[ham_enc_gray_dvalues_8-8-8-linear]	0.42639519770940143	0.38353899617989856	13027	13027	52257	52257	32628	32628
abstract_hamiltonians	test_hamiltonians[ham_complbipart-n-10_a-5_b-5-all-to-all]	0.011647883383557201	0.010766074400056492	150	150	700	700	406	406
abstract_hamiltonians	test_hamiltonians[ham_complbipart-n-10_a-5_b-5-square]	0.01056335404753051	0.009016261973346654	239	239	1030	1030	642	642
abstract_hamiltonians	test_hamiltonians[ham_complbipart-n-10_a-5_b-5-heavy-hex]	0.011127212572665442	0.009549190936496064	290	290	1222	1222	682	682
abstract_hamiltonians	test_hamiltonians[ham_complbipart-n-10_a-5_b-5-linear]	0.010909417439456824	0.009392668447882226	305	305	1410	1410	790	790
abstract_hamiltonians	test_hamiltonians[ham_ham_JW10-all-to-all]	0.05504401675180385	0.04692527372390032	1484	1484	5521	5521	4446	4446
abstract_hamiltonians	test_hamiltonians[ham_ham_JW10-square]	0.04552890673618425	0.043168035251173104	2293	2293	9349	9349	6147	6147
abstract_hamiltonians	test_hamiltonians[ham_ham_JW10-heavy-hex]	0.05967648637791475	0.05116432411596179	2329	2329	9315	9315	6413	6413
abstract_hamiltonians	test_hamiltonians[ham_ham_JW10-linear]	0.0478231705725193	0.0447551528499885	2765	2765	11153	11153	7498	7498
abstract_hamiltonians	test_hamiltonians[ham_ham_parity10-all-to-all]	0.05656223361276918	0.053997480776160955	1573	1573	5725	5725	4801	4801
abstract_hamiltonians	test_hamiltonians[ham_ham_parity10-square]	0.05295178186344473	0.04980641838751341	2273	2273	9350	9350	6434	6434
abstract_hamiltonians	test_hamiltonians[ham_ham_parity10-heavy-hex]	0.06012218949549338	0.05194588555023074	2269	2269	9093	9093	6591	6591
abstract_hamiltonians	test_hamiltonians[ham_ham_parity10-linear]	0.0555025791335437	0.0466643207706511	2810	2810	11159	11159	7642	7642
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-10-all-to-all]	0.05232368474826217	0.04705382290888916	1484	1484	5531	5531	4446	4446
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-10-square]	0.04627841914241964	0.04305781869460707	2293	2293	9322	9322	6128	6128
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-10-heavy-hex]	0.059514955124434304	0.051106810383498666	2329	2329	9291	9291	6400	6400
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-10-linear]	0.046799181295292716	0.044454723110665444	2765	2765	11131	11131	7509	7509
abstract_hamiltonians	test_hamiltonians[ham_mu_x_prime_enc_stdbinary_dvalues_8-8-8-8-8-8-8-8-8-4-4-4-4-4-4-all-to-all]	0.01198513772380486	0.010616923131200731	50	50	286	286	60	60
abstract_hamiltonians	test_hamiltonians[ham_mu_x_prime_enc_stdbinary_dvalues_8-8-8-8-8-8-8-8-8-4-4-4-4-4-4-square]	0.007903349020385317	0.007792126861805061	60	60	336	336	72	72
abstract_hamiltonians	test_hamiltonians[ham_mu_x_prime_enc_stdbinary_dvalues_8-8-8-8-8-8-8-8-8-4-4-4-4-4-4-heavy-hex]	0.014025997498059927	0.013810234224157674	56	56	347	347	74	74
abstract_hamiltonians	test_hamiltonians[ham_mu_x_prime_enc_stdbinary_dvalues_8-8-8-8-8-8-8-8-8-4-4-4-4-4-4-linear]	0.008458393344761065	0.007662062822770672	56	56	353	353	74	74
abstract_hamiltonians	test_hamiltonians[ham_mu_x_prime_enc_unary_dvalues_4-4-4-all-to-all]	0.008238151258840335	0.007807681773556396	18	18	174	174	32	32
abstract_hamiltonians	test_hamiltonians[ham_mu_x_prime_enc_unary_dvalues_4-4-4-square]	0.007264462068376925	0.007163978663953484	18	18	174	174	32	32
abstract_hamiltonians	test_hamiltonians[ham_mu_x_prime_enc_unary_dvalues_4-4-4-heavy-hex]	0.007336739008482412	0.007210179569496625	18	18	174	174	32	32
abstract_hamiltonians	test_hamiltonians[ham_mu_x_prime_enc_unary_dvalues_4-4-4-linear]	0.004297449753654224	0.004264956298984785	18	18	174	174	32	32
abstract_hamiltonians	test_hamiltonians[ham_ham_parity12-all-to-all]	0.12829761253669858	0.1179172343108803	3172	3172	11764	11764	9951	9951
abstract_hamiltonians	test_hamiltonians[ham_ham_parity12-square]	0.16156447088966766	0.1486113534442016	5174	5174	20901	20901	14200	14200
abstract_hamiltonians	test_hamiltonians[ham_ham_parity12-heavy-hex]	0.1566134566175086	0.1464752038674695	5776	5776	23071	23071	15546	15546
abstract_hamiltonians	test_hamiltonians[ham_ham_parity12-linear]	0.1294692731462419	0.12203646334819496	6063	6063	23507	23507	16566	16566
abstract_hamiltonians	test_hamiltonians[ham_ham_BK12-all-to-all]	0.08084897295786785	0.07681478574298896	3123	3123	11492	11492	9587	9587
abstract_hamiltonians	test_hamiltonians[ham_ham_BK12-square]	0.11631776226891412	0.11310398951172829	5791	5791	24303	24303	14197	14197
abstract_hamiltonians	test_hamiltonians[ham_ham_BK12-heavy-hex]	0.1287798793055117	0.11991097894497216	7014	7014	29270	29270	15683	15683
abstract_hamiltonians	test_hamiltonians[ham_ham_BK12-linear]	0.1333946413360536	0.12541981460526586	8145	8145	32884	32884	17946	17946
abstract_hamiltonians	test_hamiltonians[ham_ham_JW12-all-to-all]	0.13120515830814838	0.113473582184977	3029	3029	11118	11118	9193	9193
abstract_hamiltonians	test_hamiltonians[ham_ham_JW12-square]	0.14848464567746436	0.13911610562354326	5372	5372	21539	21539	14496	14496
abstract_hamiltonians	test_hamiltonians[ham_ham_JW12-heavy-hex]	0.1743533741682768	0.1504742247717721	5232	5232	21523	21523	14781	14781
abstract_hamiltonians	test_hamiltonians[ham_ham_JW12-linear]	0.12109123542904854	0.10808049254119396	6008	6008	23414	23414	15830	15830
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-4_U-40_enc-gray_d-8-all-to-all]	0.07580110330421191	0.0718977012272392	2454	2454	9788	9788	7887	7887
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-4_U-40_enc-gray_d-8-square]	0.0924465630880811	0.08827522176910531	4005	4005	17671	17671	11804	11804
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-4_U-40_enc-gray_d-8-heavy-hex]	0.09400262751362541	0.08925401690331372	4726	4726	20481	20481	12665	12665
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-4_U-40_enc-gray_d-8-linear]	0.09719278121536429	0.09240427816456015	5293	5293	22560	22560	14204	14204
abstract_hamiltonians	test_hamiltonians[ham_enc_unary_dvalues_4-4-4-all-to-all]	0.15385824947484902	0.14028853395332894	5002	5002	21582	21582	15835	15835
abstract_hamiltonians	test_hamiltonians[ham_enc_unary_dvalues_4-4-4-square]	0.19116175454109907	0.17889525275677443	8558	8558	37351	37351	22912	22912
abstract_hamiltonians	test_hamiltonians[ham_enc_unary_dvalues_4-4-4-heavy-hex]	0.22032914832234382	0.2092994384467602	12254	12254	50614	50614	28087	28087
abstract_hamiltonians	test_hamiltonians[ham_enc_unary_dvalues_4-4-4-linear]	0.23803251907229422	0.22467960678040982	14255	14255	62158	62158	32245	32245
abstract_hamiltonians	test_hamiltonians[ham_ham_parity-14-all-to-all]	0.10535935629159213	0.10026251953095197	3814	3814	14008	14008	11520	11520
abstract_hamiltonians	test_hamiltonians[ham_ham_parity-14-square]	0.1527610378605979	0.12724501034244895	6259	6259	25680	25680	16403	16403
abstract_hamiltonians	test_hamiltonians[ham_ham_parity-14-heavy-hex]	0.175856480995814	0.15877683646976948	7186	7186	28480	28480	17559	17559
abstract_hamiltonians	test_hamiltonians[ham_ham_parity-14-linear]	0.15693670803947107	0.1437861275460039	8420	8420	32773	32773	20088	20088
abstract_hamiltonians	test_hamiltonians[ham_ham_JW14-all-to-all]	0.1601984543459756	0.14081987901590765	3754	3754	13437	13437	11277	11277
abstract_hamiltonians	test_hamiltonians[ham_ham_JW14-square]	0.1878854800015688	0.17199676390737295	6527	6527	25488	25488	17723	17723
abstract_hamiltonians	test_hamiltonians[ham_ham_JW14-heavy-hex]	0.1927410407612721	0.1639287301472255	7286	7286	27375	27375	18467	18467
abstract_hamiltonians	test_hamiltonians[ham_ham_JW14-linear]	0.15888869230236327	0.13506059674546123	7089	7089	26836	26836	18300	18300
abstract_hamiltonians	test_hamiltonians[ham_enc_gray_dvalues_4-4-4-4-4-4-4-all-to-all]	0.07756793711866651	0.06930103548802435	2064	2064	9393	9393	6491	6491
abstract_hamiltonians	test_hamiltonians[ham_enc_gray_dvalues_4-4-4-4-4-4-4-square]	0.07516537739762238	0.0721539856436161	3347	3347	14640	14640	9028	9028
abstract_hamiltonians	test_hamiltonians[ham_enc_gray_dvalues_4-4-4-4-4-4-4-heavy-hex]	0.07620229299824971	0.06666878471150994	3525	3525	15476	15476	9526	9526
abstract_hamiltonians	test_hamiltonians[ham_enc_gray_dvalues_4-4-4-4-4-4-4-linear]	0.0866729508464535	0.07501412169741732	3953	3953	16912	16912	10211	10211
abstract_hamiltonians	test_hamiltonians[ham_ham_BK-14-all-to-all]	0.175100886883835	0.16087893769145012	6103	6103	22225	22225	18698	18698
abstract_hamiltonians	test_hamiltonians[ham_ham_BK-14-square]	0.28615053044632077	0.23463789075613023	12262	12262	50610	50610	30006	30006
abstract_hamiltonians	test_hamiltonians[ham_ham_BK-14-heavy-hex]	0.291859770193696	0.2632744340226054	14493	14493	58454	58454	33064	33064
abstract_hamiltonians	test_hamiltonians[ham_ham_BK-14-linear]	0.33801230291525525	0.31312976125627756	18213	18213	69977	69977	41594	41594
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-14-all-to-all]	0.21835751049220561	0.2038579151034355	6851	6851	25435	25435	20910	20910
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-14-square]	0.3705236315727234	0.33735881311198074	12697	12697	50714	50714	33112	33112
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-14-heavy-hex]	0.33729376271367073	0.3169973180629313	14013	14013	54974	54974	35664	35664
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-14-linear]	0.28577477438375354	0.26357271196320653	14989	14989	57087	57087	37925	37925
abstract_hamiltonians	test_hamiltonians[ham_mu_z_prime_enc_unary_dvalues_16-16-16-16-16-16-16-all-to-all]	0.009984343505974085	0.009565242238480735	30	30	286	286	152	152
abstract_hamiltonians	test_hamiltonians[ham_mu_z_prime_enc_unary_dvalues_16-16-16-16-16-16-16-square]	0.008020565624080472	0.007878183349967004	30	30	286	286	152	152
abstract_hamiltonians	test_hamiltonians[ham_mu_z_prime_enc_unary_dvalues_16-16-16-16-16-16-16-heavy-hex]	0.0051220985336436166	0.005031143657254929	30	30	286	286	152	152
abstract_hamiltonians	test_hamiltonians[ham_mu_z_prime_enc_unary_dvalues_16-16-16-16-16-16-16-linear]	0.004799653734038542	0.0046764160303965855	30	30	286	286	152	152
abstract_hamiltonians	test_hamiltonians[ham_graph-1D-grid-pbc-qubitnodes_Lx-16_h-2-all-to-all]	0.008819438151216932	0.008330435539453717	32	32	191	191	123	123
abstract_hamiltonians	test_hamiltonians[ham_graph-1D-grid-pbc-qubitnodes_Lx-16_h-2-square]	0.00753568853609837	0.007477372685689053	32	32	186	186	128	128
abstract_hamiltonians	test_hamiltonians[ham_graph-1D-grid-pbc-qubitnodes_Lx-16_h-2-heavy-hex]	0.004823254441821968	0.004877672289256696	32	32	183	183	127	127
abstract_hamiltonians	test_hamiltonians[ham_graph-1D-grid-pbc-qubitnodes_Lx-16_h-2-linear]	0.005715351169690108	0.0057331433040755135	75	75	341	341	208	208
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-18-all-to-all]	0.4872069886575143	0.426338130608201	18092	18092	60675	60675	54239	54239
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-18-square]	0.9616186339408159	0.8580105993896723	30229	30229	116562	116562	76678	76678
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-18-heavy-hex]	0.8852176200598478	0.815060943365097	38192	38192	148214	148214	95330	95330
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-18-linear]	0.7840002244338393	0.6370734414085746	44058	44058	164384	164384	111701	111701
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-22-all-to-all]	1.9436800349503756	1.7044479344040155	55830	55830	189657	189657	169661	169661
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-22-square]	3.4909253027290106	2.9859597384929657	88872	88872	337549	337549	229849	229849
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-22-heavy-hex]	4.68913603387773	3.886109869927168	116833	116833	446193	446193	295689	295689
abstract_hamiltonians	test_hamiltonians[ham_ham_JW-22-linear]	5.593273047357798	4.7257071528583765	140255	140255	501075	501075	335209	335209
abstract_hamiltonians	test_hamiltonians[ham_ham_BK22-all-to-all]	1.3056828044354916	1.2694702297449112	40536	40536	142429	142429	123003	123003
abstract_hamiltonians	test_hamiltonians[ham_ham_BK22-square]	2.5897695403546095	2.281098211184144	90359	90359	355613	355613	206017	206017
abstract_hamiltonians	test_hamiltonians[ham_ham_BK22-heavy-hex]	3.6175664011389017	3.172823501750827	135966	135966	529528	529528	300515	300515
abstract_hamiltonians	test_hamiltonians[ham_ham_BK22-linear]	4.508393170312047	3.714053900912404	205937	205937	733152	733152	420646	420646
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_stdbinary_dvalues_4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-all-to-all]	0.013417909839662952	0.0115045403561941	24	24	252	252	13	13
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_stdbinary_dvalues_4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-square]	0.007818759761304937	0.006903770233371428	24	24	243	243	13	13
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_stdbinary_dvalues_4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-heavy-hex]	0.010777527485818913	0.00982515046409532	24	24	240	240	13	13
abstract_hamiltonians	test_hamiltonians[ham_mu_y_prime_enc_stdbinary_dvalues_4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-linear]	0.5032950369641185	0.49857289219896	24	24	243	243	13	13
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_5_n-24_rinst-04-all-to-all]	0.02370250805519348	0.021016138889219448	376	376	1430	1430	268	268
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_5_n-24_rinst-04-square]	0.01911189672178947	0.01649095667678802	779	779	3061	3061	822	822
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_5_n-24_rinst-04-heavy-hex]	0.023671460088069845	0.020108167958610198	964	964	4018	4018	1042	1042
abstract_hamiltonians	test_hamiltonians[ham_gnp-k_5_n-24_rinst-04-linear]	0.021265331939186737	0.017922443786153087	994	994	4302	4302	772	772
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-ulysses22_Ncity-8_enc-stdbinary-all-to-all]	0.03593434366796698	0.0319841883610934	848	848	3405	3405	2440	2440
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-ulysses22_Ncity-8_enc-stdbinary-square]	0.03375700994261673	0.02876876579488025	1613	1613	6596	6596	3935	3935
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-ulysses22_Ncity-8_enc-stdbinary-heavy-hex]	0.040446352958679196	0.034353528878298296	1868	1868	8098	8098	4400	4400
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-ulysses22_Ncity-8_enc-stdbinary-linear]	0.037712960331528274	0.031215887696992968	2038	2038	9010	9010	4656	4656
abstract_hamiltonians	test_hamiltonians[ham_ham_JW24-all-to-all]	3.282326588407159	2.7837939001619816	70411	70411	228286	228286	206398	206398
abstract_hamiltonians	test_hamiltonians[ham_ham_JW24-square]	7.030716871842742	6.341613421216607	132903	132903	505435	505435	337988	337988
abstract_hamiltonians	test_hamiltonians[ham_ham_JW24-heavy-hex]	8.407551482319832	6.974428318440914	206068	206068	784880	784880	516407	516407
abstract_hamiltonians	test_hamiltonians[ham_ham_JW24-linear]	7.3750136867165565	5.749754140153527	220785	220785	828334	828334	577849	577849
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-ts225_Ncity-5_enc-unary-all-to-all]	0.017562927502506185	0.016499676529252737	200	200	799	799	155	155
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-ts225_Ncity-5_enc-unary-square]	0.014110339938529901	0.012092992977564594	399	399	1627	1627	432	432
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-ts225_Ncity-5_enc-unary-heavy-hex]	0.018179536881771954	0.01563064090066379	515	515	2080	2080	465	465
abstract_hamiltonians	test_hamiltonians[ham_tsp_prob-ts225_Ncity-5_enc-unary-linear]	0.015885010099736974	0.013345575642207978	595	595	2626	2626	488	488
