group	name	wall_m	wall_p	g2q_m	g2q_p	gt_m	gt_p	d_m	d_p
abstract_medium	test_QASMBench_medium[ghz_state_n23-all-to-all]	0.010299027836679117	0.00959560310222068	22	22	159	159	70	70
abstract_medium	test_QASMBench_medium[ghz_state_n23-square]	0.007871848332066821	0.007727886272864488	22	22	159	159	70	70
abstract_medium	test_QASMBench_medium[ghz_state_n23-heavy-hex]	0.008674698727934256	0.008470356693399734	22	22	159	159	70	70
abstract_medium	test_QASMBench_medium[ghz_state_n23-linear]	0.00435516366547945	0.004194207977326144	22	22	159	159	70	70
abstract_medium	test_QASMBench_medium[ising_n26-all-to-all]	0.01297986979124608	0.011147305013590984	50	50	332	332	21	21
abstract_medium	test_QASMBench_medium[ising_n26-square]	0.010912074107262823	0.009790829872501265	50	50	329	329	21	21
abstract_medium	test_QASMBench_medium[ising_n26-heavy-hex]	0.010635972125353395	0.009438107141627456	50	50	335	335	22	22
abstract_medium	test_QASMBench_medium[ising_n26-linear]	0.006289455028164466	0.005210443266800472	50	50	336	336	21	21
abstract_medium	test_QASMBench_medium[knn_n25-all-to-all]	0.012257539517717598	0.011663192793367857	84	84	509	509	227	227
abstract_medium	test_QASMBench_medium[knn_n25-square]	0.00940123099358158	0.009240661773386352	155	155	691	691	372	372
abstract_medium	test_QASMBench_medium[knn_n25-heavy-hex]	0.02024860505242737	0.019673171471439155	209	209	912	912	531	531
abstract_medium	test_QASMBench_medium[knn_n25-linear]	0.009242168979121829	0.009148104994926812	134	134	719	719	374	374
abstract_medium	test_QASMBench_medium[multiplier_n15-all-to-all]	0.015112746181705642	0.01463969187303023	222	222	1049	1049	494	494
abstract_medium	test_QASMBench_medium[multiplier_n15-square]	0.01234379303577828	0.012068249611184	390	390	1735	1735	750	750
abstract_medium	test_QASMBench_medium[multiplier_n15-heavy-hex]	0.012848565501994208	0.012440855232759928	427	427	1908	1908	840	840
abstract_medium	test_QASMBench_medium[multiplier_n15-linear]	0.012786384478404925	0.012577987369149923	482	482	2117	2117	818	818
abstract_medium	test_QASMBench_medium[multiply_n13-all-to-all]	0.009792798571288586	0.009379461141569274	40	40	214	214	99	99
abstract_medium	test_QASMBench_medium[multiply_n13-square]	0.00654817539218225	0.006449516902261592	59	59	314	314	139	139
abstract_medium	test_QASMBench_medium[multiply_n13-heavy-hex]	0.006701394385244284	0.0065663050914156265	79	79	384	384	200	200
abstract_medium	test_QASMBench_medium[multiply_n13-linear]	0.006540418615111628	0.0063608249343217235	101	101	429	429	205	205
abstract_medium	test_QASMBench_medium[qec9xz_n17-all-to-all]	0.009011141888730161	0.00856802380124552	32	32	165	165	28	28
abstract_medium	test_QASMBench_medium[qec9xz_n17-square]	0.0069197487659179244	0.006870310782021239	68	68	309	309	77	77
abstract_medium	test_QASMBench_medium[qec9xz_n17-heavy-hex]	0.005854317918419838	0.005860843459922302	100	100	423	423	132	132
abstract_medium	test_QASMBench_medium[qec9xz_n17-linear]	0.006190601427922186	0.006102811766322702	133	133	573	573	122	122
abstract_medium	test_QASMBench_medium[qf21_n15-all-to-all]	0.01216743232273474	0.011624610329839006	115	115	616	616	386	386
abstract_medium	test_QASMBench_medium[qf21_n15-square]	0.00900807685025458	0.008853550385332332	196	196	983	983	582	582
abstract_medium	test_QASMBench_medium[qf21_n15-heavy-hex]	0.010751815781825118	0.009248956313563718	227	227	1119	1119	714	714
abstract_medium	test_QASMBench_medium[qf21_n15-linear]	0.010873677871293492	0.009346957740030791	270	270	1315	1315	803	803
abstract_medium	test_QASMBench_medium[qft_n18-all-to-all]	0.0195967560634017	0.01797740080139854	294	294	1294	1294	243	243
abstract_medium	test_QASMBench_medium[qft_n18-square]	0.01650551610208791	0.014336631284095347	526	526	2336	2336	669	669
abstract_medium	test_QASMBench_medium[qft_n18-heavy-hex]	0.0165431981559022	0.014277581514707252	576	576	2649	2649	789	789
abstract_medium	test_QASMBench_medium[qft_n18-linear]	0.015559507472837558	0.0135050558625427	501	501	2612	2612	499	499
abstract_medium	test_QASMBench_medium[qram_n20-all-to-all]	0.013282018076432379	0.012902276972547555	130	130	671	671	299	299
abstract_medium	test_QASMBench_medium[qram_n20-square]	0.011809279513825854	0.010391331441009167	224	224	1061	1061	438	438
abstract_medium	test_QASMBench_medium[qram_n20-heavy-hex]	0.01224515073605486	0.0121539822469155	308	308	1298	1298	568	568
abstract_medium	test_QASMBench_medium[qram_n20-linear]	0.011172927832335568	0.011107282498958468	374	374	1665	1665	705	705
abstract_medium	test_QASMBench_medium[sat_n11-all-to-all]	0.012863429414259421	0.012744081449018766	252	252	1289	1289	869	869
abstract_medium	test_QASMBench_medium[sat_n11-square]	0.012511271284893155	0.012345252215470138	408	408	1813	1813	1074	1074
abstract_medium	test_QASMBench_medium[sat_n11-heavy-hex]	0.012879588011954282	0.012822436324010292	457	457	1983	1983	1205	1205
abstract_medium	test_QASMBench_medium[sat_n11-linear]	0.013017076321623543	0.013173471788565318	528	528	2374	2374	1320	1320
abstract_medium	test_QASMBench_medium[seca_n11-all-to-all]	0.009481320494697208	0.009289273017338503	80	80	402	402	154	154
abstract_medium	test_QASMBench_medium[seca_n11-square]	0.008858955736187371	0.007853195676580072	119	119	566	566	258	258
abstract_medium	test_QASMBench_medium[seca_n11-heavy-hex]	0.00784857526926671	0.007930104340600774	124	124	577	577	218	218
abstract_medium	test_QASMBench_medium[seca_n11-linear]	0.007854915304302141	0.007887491895282855	130	130	602	602	240	240
abstract_medium	test_QASMBench_medium[square_root_n18-all-to-all]	0.027423839324287005	0.02650819170392222	898	898	4447	4447	2607	2607
abstract_medium	test_QASMBench_medium[square_root_n18-square]	0.03406925692356059	0.033657405773798624	1925	1925	8268	8268	4173	4173
abstract_medium	test_QASMBench_medium[square_root_n18-heavy-hex]	0.03522955114021897	0.034503176487211525	2235	2235	9522	9522	4994	4994
abstract_medium	test_QASMBench_medium[square_root_n18-linear]	0.03811354591296269	0.03701183834561595	2699	2699	11433	11433	5814	5814
abstract_medium	test_QASMBench_medium[swap_test_n25-all-to-all]	0.01216976046014358	0.011853257327207498	84	84	558	558	229	229
abstract_medium	test_QASMBench_medium[swap_test_n25-square]	0.009404205938889867	0.009354916226584464	155	155	739	739	372	372
abstract_medium	test_QASMBench_medium[swap_test_n25-heavy-hex]	0.019992216601967813	0.019875845946371554	209	209	962	962	533	533
abstract_medium	test_QASMBench_medium[swap_test_n25-linear]	0.009235648154502823	0.009267141174488855	134	134	749	749	376	376
abstract_medium	test_QASMBench_medium[wstate_n27-all-to-all]	0.012447200063616038	0.011790082479516665	52	52	387	387	127	127
abstract_medium	test_QASMBench_medium[wstate_n27-square]	0.009262427285897965	0.009430758077651263	52	52	382	382	126	126
abstract_medium	test_QASMBench_medium[wstate_n27-heavy-hex]	0.009452725821566359	0.0094015725671944	52	52	384	384	127	127
abstract_medium	test_QASMBench_medium[wstate_n27-linear]	0.00538040558437267	0.005401257690126923	52	52	385	385	126	126
abstract_small	test_QASMBench_small[adder_n10-all-to-all]	0.009495147654125768	0.009228433979054292	65	65	312	312	200	200
abstract_small	test_QASMBench_small[adder_n10-square]	0.0074399086646735665	0.0073555586783866575	91	91	451	451	274	274
abstract_small	test_QASMBench_small[adder_n10-heavy-hex]	0.007577574097861846	0.007446571342323138	105	105	490	490	334	334
abstract_small	test_QASMBench_small[adder_n10-linear]	0.007379606366157532	0.0072932246874904995	94	94	452	452	300	300
abstract_small	test_QASMBench_small[adder_n4-all-to-all]	0.0021288806652005813	0.002051812912959101	10	10	54	54	23	23
abstract_small	test_QASMBench_small[adder_n4-square]	0.0021226665017993014	0.002101617544187468	10	10	54	54	23	23
abstract_small	test_QASMBench_small[adder_n4-heavy-hex]	0.004458344600030354	0.004377385610761355	16	16	79	79	33	33
abstract_small	test_QASMBench_small[adder_n4-linear]	0.003800235193921253	0.003727247968197344	16	16	86	86	39	39
abstract_small	test_QASMBench_small[basis_change_n3-all-to-all]	0.002097112264622141	0.0020440897497634863	10	10	96	96	54	54
abstract_small	test_QASMBench_small[basis_change_n3-square]	0.0021552452882686694	0.0020907730022643473	10	10	96	96	54	54
abstract_small	test_QASMBench_small[basis_change_n3-heavy-hex]	0.002921118417621723	0.0028466251787058142	10	10	96	96	54	54
abstract_small	test_QASMBench_small[basis_change_n3-linear]	0.002150322562522687	0.002090082543799086	10	10	96	96	54	54
abstract_small	test_QASMBench_small[basis_test_n4-all-to-all]	0.001998548204786913	0.0019785295759001975	6	6	54	54	19	19
abstract_small	test_QASMBench_small[basis_test_n4-square]	0.001982402717654323	0.0018848523617752137	6	6	56	56	20	20
abstract_small	test_QASMBench_small[basis_test_n4-heavy-hex]	0.0028261916663546065	0.002789062900202615	6	6	56	56	20	20
abstract_small	test_QASMBench_small[basis_test_n4-linear]	0.0019336247828016418	0.001917293565157725	6	6	56	56	20	20
abstract_small	test_QASMBench_small[basis_trotter_n4-all-to-all]	0.010198498168625893	0.008721076093968891	179	179	1152	1152	493	493
abstract_small	test_QASMBench_small[basis_trotter_n4-square]	0.012377972956056948	0.010338649132780814	207	207	1288	1288	513	513
abstract_small	test_QASMBench_small[basis_trotter_n4-heavy-hex]	0.013414964079856873	0.011679140641354025	268	268	1529	1529	956	956
abstract_small	test_QASMBench_small[basis_trotter_n4-linear]	0.012174914096608574	0.010612278123912603	229	229	1400	1400	625	625
abstract_small	test_QASMBench_small[bb84_n8-all-to-all]	0.0016427650202938172	0.0012329857271279531	0	0	39	39	8	8
abstract_small	test_QASMBench_small[bb84_n8-square]	0.0016806742240642678	0.0012014279082438212	0	0	39	39	8	8
abstract_small	test_QASMBench_small[bb84_n8-heavy-hex]	0.0021830269502937246	0.001509045117667743	0	0	39	39	8	8
abstract_small	test_QASMBench_small[bb84_n8-linear]	0.0016068821845190793	0.0011722916952219063	0	0	39	39	8	8
abstract_small	test_QASMBench_small[bell_n4-all-to-all]	0.0024496185260170743	0.0020104555077240117	5	5	43	43	14	14
abstract_small	test_QASMBench_small[bell_n4-square]	0.0020194463661791368	0.002022059957399103	5	5	47	47	17	17
abstract_small	test_QASMBench_small[bell_n4-heavy-hex]	0.0034676080278190627	0.002745798842489034	5	5	44	44	17	17
abstract_small	test_QASMBench_small[bell_n4-linear]	0.002429643541574478	0.002010307051710972	5	5	44	44	15	15
abstract_small	test_QASMBench_small[cat_state_n4-all-to-all]	0.0014085916989995527	0.0013528433755764845	3	3	25	25	13	13
abstract_small	test_QASMBench_small[cat_state_n4-square]	0.0013681200361161522	0.0013321257588020021	3	3	25	25	13	13
abstract_small	test_QASMBench_small[cat_state_n4-heavy-hex]	0.0021481944979529948	0.0020847627209550743	3	3	25	25	13	13
abstract_small	test_QASMBench_small[cat_state_n4-linear]	0.0013718772121361377	0.001247605408482641	3	3	25	25	13	13
abstract_small	test_QASMBench_small[deutsch_n2-all-to-all]	0.0009834367367956374	0.0009205231059042481	1	1	12	12	8	8
abstract_small	test_QASMBench_small[deutsch_n2-square]	0.0010996480252398798	0.0010935568483848362	1	1	12	12	8	8
abstract_small	test_QASMBench_small[deutsch_n2-heavy-hex]	0.0018279968224449892	0.001783471539675952	1	1	12	12	8	8
abstract_small	test_QASMBench_small[deutsch_n2-linear]	0.0009384342545392708	0.0008960179524927386	1	1	12	12	8	8
abstract_small	test_QASMBench_small[dnn_n2-all-to-all]	0.0012040050492144808	0.0011493427565975485	3	3	34	34	20	20
abstract_small	test_QASMBench_small[dnn_n2-square]	0.0013535233286693115	0.0013161106780806026	3	3	34	34	20	20
abstract_small	test_QASMBench_small[dnn_n2-heavy-hex]	0.0020932697458192705	0.0020416698245397163	3	3	34	34	20	20
abstract_small	test_QASMBench_small[dnn_n2-linear]	0.001191088271287965	0.0012150841662491381	3	3	34	34	20	20
abstract_small	test_QASMBench_small[dnn_n8-all-to-all]	0.007078202674165368	0.006791699598444269	64	64	508	508	80	80
abstract_small	test_QASMBench_small[dnn_n8-square]	0.004973089276569817	0.00486464730893392	64	64	506	506	80	80
abstract_small	test_QASMBench_small[dnn_n8-heavy-hex]	0.00725288790029784	0.00711003133631128	94	94	615	615	112	112
abstract_small	test_QASMBench_small[dnn_n8-linear]	0.00797217484694301	0.006901212049914258	109	109	705	705	124	124
abstract_small	test_QASMBench_small[error_correctiond3_n5-all-to-all]	0.003690371863543987	0.003638851265925014	35	35	151	151	102	102
abstract_small	test_QASMBench_small[error_correctiond3_n5-square]	0.0052229753949425434	0.00515322514265948	38	38	171	171	98	98
abstract_small	test_QASMBench_small[error_correctiond3_n5-heavy-hex]	0.0053256266293631995	0.005252862032854332	44	44	177	177	110	110
abstract_small	test_QASMBench_small[error_correctiond3_n5-linear]	0.004899073622765995	0.004827213908235232	53	53	206	206	115	115
abstract_small	test_QASMBench_small[fredkin_n3-all-to-all]	0.0018909887197707267	0.0017948550037072816	8	8	42	42	25	25
abstract_small	test_QASMBench_small[fredkin_n3-square]	0.003405452083866551	0.0034124539907933885	14	14	63	63	37	37
abstract_small	test_QASMBench_small[fredkin_n3-heavy-hex]	0.005112605901627705	0.00418197690424594	14	14	72	72	47	47
abstract_small	test_QASMBench_small[fredkin_n3-linear]	0.003325524383731056	0.003255803106231901	14	14	67	67	42	42
abstract_small	test_QASMBench_small[grover_n2-all-to-all]	0.001033749843795289	0.0010390587136228458	2	2	14	14	10	10
abstract_small	test_QASMBench_small[grover_n2-square]	0.0011798480202552426	0.001163552427005469	2	2	14	14	10	10
abstract_small	test_QASMBench_small[grover_n2-heavy-hex]	0.001974050733058349	0.0018947978060415043	2	2	16	16	9	9
abstract_small	test_QASMBench_small[grover_n2-linear]	0.0011160886192790214	0.0010551719013326274	2	2	14	14	10	10
abstract_small	test_QASMBench_small[hhl_n7-all-to-all]	0.010058166439595975	0.009054504703767228	92	92	489	489	323	323
abstract_small	test_QASMBench_small[hhl_n7-square]	0.009597762505400856	0.008069218768339072	138	138	670	670	403	403
abstract_small	test_QASMBench_small[hhl_n7-heavy-hex]	0.00988599386218251	0.008534921948676524	196	196	888	888	478	478
abstract_small	test_QASMBench_small[hhl_n7-linear]	0.009789707158336934	0.008414092238830483	240	240	1041	1041	534	534
abstract_small	test_QASMBench_small[hs4_n4-all-to-all]	0.0016445931817950874	0.0016059918159788305	4	4	32	32	11	11
abstract_small	test_QASMBench_small[hs4_n4-square]	0.0016257998833570304	0.0015748734354308293	4	4	32	32	10	10
abstract_small	test_QASMBench_small[hs4_n4-heavy-hex]	0.0024289205856621266	0.0023935796869091453	4	4	32	32	10	10
abstract_small	test_QASMBench_small[hs4_n4-linear]	0.001598043959750455	0.0015547618309692131	4	4	30	30	10	10
abstract_small	test_QASMBench_small[inverseqft_n4-all-to-all]	0.003513651405676053	0.0034937476216072446	0	0	35	35	22	22
abstract_small	test_QASMBench_small[inverseqft_n4-square]	0.003565947094591715	0.003539113190130029	0	0	35	35	22	22
abstract_small	test_QASMBench_small[inverseqft_n4-heavy-hex]	0.004397523800740723	0.004380183494270103	0	0	35	35	22	22
abstract_small	test_QASMBench_small[inverseqft_n4-linear]	0.0036415108171534444	0.0035793242086447886	0	0	35	35	22	22
abstract_small	test_QASMBench_small[ipea_n2-all-to-all]	0.020537852746795635	0.020521255362094665	5	5	64	64	56	56
abstract_small	test_QASMBench_small[ipea_n2-square]	0.021285831928253174	0.02149436029139906	5	5	63	63	54	54
abstract_small	test_QASMBench_small[ipea_n2-heavy-hex]	0.021474860273301602	0.021745505820338924	5	5	63	63	54	54
abstract_small	test_QASMBench_small[ipea_n2-linear]	0.020765224617778088	0.021006170514167522	5	5	64	64	56	56
abstract_small	test_QASMBench_small[ising_n10-all-to-all]	0.008206877359670812	0.008355734777475192	90	90	513	513	93	93
abstract_small	test_QASMBench_small[ising_n10-square]	0.007896200312595619	0.0068565921623580505	90	90	556	556	98	98
abstract_small	test_QASMBench_small[ising_n10-heavy-hex]	0.005666324902664531	0.0054935398005435	90	90	535	535	94	94
abstract_small	test_QASMBench_small[ising_n10-linear]	0.006173469918383949	0.0051708412070514105	90	90	552	552	98	98
abstract_small	test_QASMBench_small[iswap_n2-all-to-all]	0.0011477587169442568	0.001035150806687323	2	2	15	15	9	9
abstract_small	test_QASMBench_small[iswap_n2-square]	0.0013889779641721041	0.0012311203700434315	2	2	15	15	9	9
abstract_small	test_QASMBench_small[iswap_n2-heavy-hex]	0.001944244982985815	0.0019365511878345495	2	2	16	16	10	10
abstract_small	test_QASMBench_small[iswap_n2-linear]	0.001067774558040016	0.0010312214074537271	2	2	15	15	9	9
abstract_small	test_QASMBench_small[linearsolver_n3-all-to-all]	0.0015629144731331521	0.0015229539857645586	4	4	31	31	16	16
abstract_small	test_QASMBench_small[linearsolver_n3-square]	0.001619224479362737	0.0015792299004504856	4	4	33	33	18	18
abstract_small	test_QASMBench_small[linearsolver_n3-heavy-hex]	0.0024040584318733935	0.0023499791165293776	4	4	31	31	17	17
abstract_small	test_QASMBench_small[linearsolver_n3-linear]	0.0015152392660578093	0.001501859327553646	4	4	31	31	16	16
abstract_small	test_QASMBench_small[lpn_n5-all-to-all]	0.001347958483398916	0.0013146733157707651	2	2	20	20	8	8
abstract_small	test_QASMBench_small[lpn_n5-square]	0.0016114815410708083	0.0015591214950147429	2	2	21	21	11	11
abstract_small	test_QASMBench_small[lpn_n5-heavy-hex]	0.0020851243830082434	0.0020384884203580316	2	2	21	21	10	10
abstract_small	test_QASMBench_small[lpn_n5-linear]	0.0013326541287448372	0.0013240230518264855	2	2	20	20	8	8
abstract_small	test_QASMBench_small[pea_n5-all-to-all]	0.016045700308055647	0.015443590332699172	17	17	103	103	57	57
abstract_small	test_QASMBench_small[pea_n5-square]	0.018153802760071672	0.018298246088575144	26	26	127	127	85	85
abstract_small	test_QASMBench_small[pea_n5-heavy-hex]	0.0198680941082005	0.018265390613426764	29	29	143	143	96	96
abstract_small	test_QASMBench_small[pea_n5-linear]	0.017829872857211	0.017101919482229277	29	29	150	150	96	96
abstract_small	test_QASMBench_small[qaoa_n3-all-to-all]	0.0016546120056829883	0.001463061653839323	6	6	35	35	27	27
abstract_small	test_QASMBench_small[qaoa_n3-square]	0.0030266904616600846	0.0028988354627980046	9	9	44	44	33	33
abstract_small	test_QASMBench_small[qaoa_n3-heavy-hex]	0.0037250066766651665	0.0036603938338261297	7	7	48	48	34	34
abstract_small	test_QASMBench_small[qaoa_n3-linear]	0.002748996039445831	0.0028042219235827138	7	7	47	47	33	33
abstract_small	test_QASMBench_small[qaoa_n6-all-to-all]	0.004936030774544447	0.004033696748841848	36	36	259	259	87	87
abstract_small	test_QASMBench_small[qaoa_n6-square]	0.006635605874988768	0.005736718956333927	54	54	342	342	176	176
abstract_small	test_QASMBench_small[qaoa_n6-heavy-hex]	0.006739430735626864	0.0057698360440746835	60	60	370	370	186	186
abstract_small	test_QASMBench_small[qaoa_n6-linear]	0.006604432956212097	0.005668666961039612	72	72	410	410	175	175
abstract_small	test_QASMBench_small[qec_en_n5-all-to-all]	0.002546825431247446	0.002043412663865814	10	10	47	47	23	23
abstract_small	test_QASMBench_small[qec_en_n5-square]	0.0024048948888571895	0.0023184158723406527	10	10	58	59	33	33
abstract_small	test_QASMBench_small[qec_en_n5-heavy-hex]	0.0041799121791154	0.004119002160208284	13	13	57	57	27	27
abstract_small	test_QASMBench_small[qec_en_n5-linear]	0.00472893598248981	0.004221699433401227	18	18	94	94	56	56
abstract_small	test_QASMBench_small[qec_sm_n5-all-to-all]	0.003422276935829171	0.0032474497661871067	4	4	24	24	14	14
abstract_small	test_QASMBench_small[qec_sm_n5-square]	0.003823917768165177	0.0036535831133412957	4	4	24	24	14	14
abstract_small	test_QASMBench_small[qec_sm_n5-heavy-hex]	0.004666955116729549	0.004346475409308694	4	4	24	24	14	14
abstract_small	test_QASMBench_small[qec_sm_n5-linear]	0.003644072696909137	0.003490915408662517	4	4	25	25	14	14
abstract_small	test_QASMBench_small[qft_n4-all-to-all]	0.0024386564790816506	0.0023329929088997414	12	12	58	58	37	37
abstract_small	test_QASMBench_small[qft_n4-square]	0.004475217615991696	0.0037597312539253596	16	16	78	78	46	46
abstract_small	test_QASMBench_small[qft_n4-heavy-hex]	0.004455708537271114	0.004400058522036201	18	18	85	85	68	68
abstract_small	test_QASMBench_small[qft_n4-linear]	0.00399659453887186	0.0039473131136406985	19	19	94	94	62	62
abstract_small	test_QASMBench_small[qpe_n9-all-to-all]	0.008041881054880158	0.007773531316459634	43	43	262	262	158	158
abstract_small	test_QASMBench_small[qpe_n9-square]	0.00748772619664669	0.00649617026573506	71	71	377	377	235	235
abstract_small	test_QASMBench_small[qpe_n9-heavy-hex]	0.0067069286442532836	0.006613001834149613	78	78	397	397	240	240
abstract_small	test_QASMBench_small[qpe_n9-linear]	0.00661154933375855	0.006505442943218295	90	90	427	427	271	271
abstract_small	test_QASMBench_small[qrng_n4-all-to-all]	0.0006952641966378456	0.0006658035654867633	0	0	16	16	4	4
abstract_small	test_QASMBench_small[qrng_n4-square]	0.0006908025909861555	0.000644801071747965	0	0	16	16	4	4
abstract_small	test_QASMBench_small[qrng_n4-heavy-hex]	0.0012023542863808996	0.0011711533399485744	0	0	16	16	4	4
abstract_small	test_QASMBench_small[qrng_n4-linear]	0.0007155965712958025	0.0006572412520855639	0	0	16	16	4	4
abstract_small	test_QASMBench_small[quantumwalks_n2-all-to-all]	0.0012845057612798345	0.0012130862006247945	3	3	35	35	22	22
abstract_small	test_QASMBench_small[quantumwalks_n2-square]	0.0014139760655301219	0.0013318086249960793	3	3	35	35	22	22
abstract_small	test_QASMBench_small[quantumwalks_n2-heavy-hex]	0.002076083070587838	0.002064695685274071	3	3	35	35	21	21
abstract_small	test_QASMBench_small[quantumwalks_n2-linear]	0.0013137217891593296	0.0011987178535531452	3	3	35	35	22	22
abstract_small	test_QASMBench_small[sat_n7-all-to-all]	0.0066779807438047565	0.0064957110832134886	60	60	319	319	182	182
abstract_small	test_QASMBench_small[sat_n7-square]	0.006974291718668408	0.006846434436738491	92	92	440	440	276	276
abstract_small	test_QASMBench_small[sat_n7-heavy-hex]	0.0069821754263507	0.006866141155894313	99	99	461	461	275	275
abstract_small	test_QASMBench_small[sat_n7-linear]	0.006926077628766533	0.006815741904850664	110	110	522	522	293	293
abstract_small	test_QASMBench_small[shor_n5-all-to-all]	0.009486074958528792	0.009378195696762789	25	25	157	157	95	95
abstract_small	test_QASMBench_small[shor_n5-square]	0.009828172785301622	0.009831532183074459	43	43	203	203	133	133
abstract_small	test_QASMBench_small[shor_n5-heavy-hex]	0.01024360419477074	0.010189105596007973	46	46	218	218	154	154
abstract_small	test_QASMBench_small[shor_n5-linear]	0.009273039594849694	0.009311232245831845	49	49	239	239	167	167
abstract_small	test_QASMBench_small[simon_n6-all-to-all]	0.0037269652506487596	0.0036414356392979177	14	14	98	98	58	58
abstract_small	test_QASMBench_small[simon_n6-square]	0.0054592717720498875	0.005304253123030461	19	19	121	121	76	76
abstract_small	test_QASMBench_small[simon_n6-heavy-hex]	0.0056150283794416935	0.005532228609635716	22	22	145	145	95	95
abstract_small	test_QASMBench_small[simon_n6-linear]	0.005105176163722553	0.005057292314921762	22	22	122	122	80	80
abstract_small	test_QASMBench_small[teleportation_n3-all-to-all]	0.0012720150078913961	0.001221526380242253	2	2	24	24	11	11
abstract_small	test_QASMBench_small[teleportation_n3-square]	0.0012647161663122727	0.0012124895449711266	2	2	20	20	9	9
abstract_small	test_QASMBench_small[teleportation_n3-heavy-hex]	0.0020137665117105556	0.0019516409327737009	2	2	20	20	9	9
abstract_small	test_QASMBench_small[teleportation_n3-linear]	0.0013338933366118346	0.001270724916355209	2	2	24	24	10	10
abstract_small	test_QASMBench_small[toffoli_n3-all-to-all]	0.001986105645260027	0.001585488056027612	6	6	33	33	23	23
abstract_small	test_QASMBench_small[toffoli_n3-square]	0.003499811550623564	0.002964238765453953	9	9	42	42	29	29
abstract_small	test_QASMBench_small[toffoli_n3-heavy-hex]	0.004461575910975837	0.0037693306170765634	7	7	48	48	32	32
abstract_small	test_QASMBench_small[toffoli_n3-linear]	0.003151040067958752	0.00276098180809179	7	7	43	43	30	30
abstract_small	test_QASMBench_small[variational_n4-all-to-all]	0.0019978805491315922	0.0019388135670990814	8	8	80	80	32	32
abstract_small	test_QASMBench_small[variational_n4-square]	0.0019114799914437357	0.0019644409699420906	8	8	80	80	32	32
abstract_small	test_QASMBench_small[variational_n4-heavy-hex]	0.002809369787352729	0.002708554018421897	8	8	80	80	32	32
abstract_small	test_QASMBench_small[variational_n4-linear]	0.001958699870591212	0.0018715900437902447	8	8	80	80	32	32
abstract_small	test_QASMBench_small[vqe_n4-all-to-all]	0.0023447211673705585	0.0024392854670683543	9	9	93	93	33	33
abstract_small	test_QASMBench_small[vqe_n4-square]	0.0023124138747944553	0.0022497316864935773	9	9	93	93	33	33
abstract_small	test_QASMBench_small[vqe_n4-heavy-hex]	0.003151905189036943	0.0030592152266048947	9	9	93	93	33	33
abstract_small	test_QASMBench_small[vqe_n4-linear]	0.0022687422274851924	0.0022769569262970973	9	9	93	93	33	33
abstract_small	test_QASMBench_small[vqe_uccsd_n4-all-to-all]	0.004818373158499224	0.0046615314621456785	71	71	290	290	224	224
abstract_small	test_QASMBench_small[vqe_uccsd_n4-square]	0.004742272831137898	0.004677501143083959	71	71	290	290	225	225
abstract_small	test_QASMBench_small[vqe_uccsd_n4-heavy-hex]	0.005208702525123954	0.005152781964630209	71	71	293	293	226	226
abstract_small	test_QASMBench_small[vqe_uccsd_n4-linear]	0.004722958820916358	0.004662382593821911	71	71	323	323	231	231
abstract_small	test_QASMBench_small[vqe_uccsd_n6-all-to-all]	0.01686504286798564	0.01622891975076575	923	923	3413	3413	2922	2922
abstract_small	test_QASMBench_small[vqe_uccsd_n6-square]	0.02293085501810839	0.018618099923644747	947	947	3717	3717	2912	2912
abstract_small	test_QASMBench_small[vqe_uccsd_n6-heavy-hex]	0.022258119742301376	0.019116279346725114	987	987	3710	3710	3048	3048
abstract_small	test_QASMBench_small[vqe_uccsd_n6-linear]	0.021600396129424156	0.018385694295700108	987	987	3881	3881	3072	3072
abstract_small	test_QASMBench_small[vqe_uccsd_n8-all-to-all]	0.07437051560443181	0.06107582396361977	4815	4815	17219	17219	15014	15014
abstract_small	test_QASMBench_small[vqe_uccsd_n8-square]	0.08261174724126856	0.06835569986807448	5058	5058	18871	18871	15151	15151
abstract_small	test_QASMBench_small[vqe_uccsd_n8-heavy-hex]	0.08472681138664484	0.07113610046605269	5388	5388	19453	19453	16043	16043
abstract_small	test_QASMBench_small[vqe_uccsd_n8-linear]	0.08292091979334752	0.06827871004740398	5420	5420	19730	19730	16160	16160
abstract_small	test_QASMBench_small[wstate_n3-all-to-all]	0.0037502043968225276	0.0032935470826630517	6	6	40	40	28	28
abstract_small	test_QASMBench_small[wstate_n3-square]	0.005507920469556536	0.005428965122713519	12	12	65	65	37	37
abstract_small	test_QASMBench_small[wstate_n3-heavy-hex]	0.0060369234532117845	0.006046145805157721	10	10	63	63	44	44
abstract_small	test_QASMBench_small[wstate_n3-linear]	0.004928469729195371	0.0049546379304956645	10	10	51	51	36	36
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_enc_stdbinary_dvalues_d-level-4]	0.012036428961437196	0.011973482106001146	3	3	30	30	19	19
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_y_prime_enc_stdbinary_dvalues_8-8-4-4]	0.008133571456979823	0.00805562941564454	18	18	111	111	72	72
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_y_prime_enc_unary_dvalues_4-4-4]	0.004686300402306056	0.004664104254027108	6	6	58	58	32	32
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_z_prime_enc_gray_dvalues_4-4-4-4]	0.005753313019142851	0.005702171356941776	4	4	37	37	11	11
